epoch,iteration,loss,x1_loss,x2_loss,x4_loss,acc
1,1,0.8863198161125183,0.41099822521209717,0.792818009853363,0.7909718155860901,0.0
1,2,0.9986939430236816,0.522660493850708,0.7949557900428772,0.7902556657791138,0.0
1,3,0.9963283538818359,0.519475519657135,0.7968184351921082,0.7906272411346436,0.0
1,4,0.8808091878890991,0.4044721722602844,0.7958911657333374,0.7899028658866882,0.0
1,5,0.901800274848938,0.42531800270080566,0.7962663769721985,0.7898783683776855,0.0
1,6,0.8798871040344238,0.4040702283382416,0.7950179576873779,0.7890481948852539,0.0
1,7,1.144076943397522,0.6636484861373901,0.803967297077179,0.7942075133323669,0.0
1,8,-2053.5078125,173.27735900878906,605.755126953125,-12345.435546875,0.0012984764762222767
1,9,7.69045352935791,7.531781196594238,-0.5038323402404785,1.8010247945785522,0.0010604223934933543
1,10,0.88765549659729,0.40513160824775696,0.807765781879425,0.7970878481864929,0.0
1,11,111.92179870605469,158.3052215576172,-108.26573944091797,-15.385615348815918,1.0820636816788465e-05
1,12,0.883324921131134,0.4064740538597107,0.7967921495437622,0.7906701564788818,0.0
1,13,52.13949966430664,78.57929229736328,-23.653305053710938,-84.89236450195312,0.0023805401287972927
1,14,7210.9951171875,-164.51124572753906,7621.36376953125,21634.802734375,0.0007790857926011086
1,15,4.7006592767809075e+24,-2.0110928619534305e+25,-7.53689598432275e+25,2.747958706972461e+26,0.0018557391595095396
1,16,nan,nan,nan,nan,0.002629414666444063
